,company_comment,stars,time,title,user_review
406,"Hi Martin, I'm very sorry for the delay in refund and I do apologise for any inconvenience. Please share the itinerary number here so I can get this sorted for you. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2016-04-22T19:13:14.000+00:00,"
Terrible service
","Booked flights with Expedia and had a confirmation though, within 2 days part of the flight was cancelled but Expedia did not give us a refund.  Instead I had a very unclear voicemail that I could barely hear the company name on let alone what the issue was.  When I found their number I went through to the sale line (the menu is awful) and got through straight away, then had to wait 25 minutes to speak to someone from refunds to find out that they hadn't refunded anything and told us that 50% of the flights had been cancelled and that they could liaise with the airline to see what they could do.  They've known this for a week and didn't have any alternatives ready for us.  They should just have refunded us for the flights and have clearly told us by email and phone that the journey was cancelled, instead we've wasted a week and the flight prices have increased.This is not the first time Expedia have given terrible customer service either.  They are a really poor company for customer service go elsewhere and save yourselves the hassle."
407,"Hi Stephen, thanks for contacting us. Just so you know Expedia.co.uk does not offer any sort of Top cash back to the customers. We request you to contact the company which offered you the Top cash back to claim the cash back. Thanks ^S",1,2016-04-22T17:05:38.000+00:00,"
Cashback
","I booked flights with Expedia through Topcashback. The cost was ?1600 and I should have received ?16 cashback. The claim was refused even though I have an account with Expedia and can show the booking and reference. To be fair to Topcashback they tried to claim the cashback but Expedia have turned my claim down. The amount of money is not significant but, on principle, I won't use them again.Why am I posting here? I wouldn't want anyone else to book expensive travel tickets through Expedia thinking the cashback makes them more attractive because they renege on the transaction even though you can show it took place legitimately.-------------------------------------------------You do pay cashback to Topcashback.co.uk but for some reason best known to you, it was declined in my case""As you know we have recently contested the network''s decision to decline your cashback.It is regrettable that despite our efforts the network is standing by their decision and that we cannot pursue this any further for you."""
408,"Hi, that does not sound right. Really sorry about that, I'll be happy to look into this for you. Do you have your itinerary number? Please do not share your email address or contact number as this is a public forum. Thanks ^S",1,2016-04-21T19:08:39.000+00:00,"
Charged twice for same flight
","Expedia has a bug in their website where if you change the second leg of your flight (when you are at the ""continue booking or change flights"" page) they will charge you both tickets: the one you actually purchased and the one that you looked at and changed before paying."
409,"Hi Kieran, since we are Expedia UK we won't have an access to the bookings made on Expedia US. I have forwarded the information to the relevant team and someone will be in touch to resolve this. Thanks ^S",1,2016-04-20T20:44:43.000+00:00,"
Complaint wasnt even responded to.
",I put in a complaint after having a flight cancelled with no explanation after booking non refundable bus/train tickets to get to and from the flight.the auto response to my complaint email stated my complaint would be dealt with within 28 days it has now been 45 days with no response or news about how the investigation is coming along utterly ridiculous.itinerary number : 1123820162624
410,"Hi Kirsty, I'm really sorry for the lack of response to your emails. Definitely not the experience we'd liked you to have. Please share the itinerary number so I can resolve this as soon as possible. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2016-04-19T21:47:58.000+00:00,"
Awful customer service
",It is a long story but i was completed ripped off by a hotel deal with expedia. I managed to find the stay 50% on hotels.com within minutes of booking their secret deal. I instantly called customer service who said they would refund my booking. I am still waiting for this to happen.  I have sent 3 emails now to their customer service centre and have yet to have a proper reply. Just one saying that they will respond in 3-5 days. It has now been 7 days and nothing. I would advise other customers to never use Expedia.
411,"Hi Angela, thank you for giving us an opportunity to address your concerns. We're glad to resolve this for you. ^R",1,2016-04-19T08:31:30.000+00:00,"
No reply to hotel booking!
","My hotel booking itinerary #111528040394 Happy Fish Hotel Perissa Santotini. I have asked this question many times yet no-body will respond....?The question is:How far is Happy Fish Hotel from the bus stop in Perissa? Where's the nearest landmark?Furthermore, I need a room with plenty of light, quiet and very clean and not in the basement. I have read the bad reviews, and it concerns me.Thank youAngela Seager"
412,"Hi Debra, I'm sorry to hear you had a bad experience with us. I would like to advise your complaint is in the work basket of our Priority Escalations Team. I have shared your message with the team to make sure this is taken care of as soon as possible. Thank you for your time and patience. ^R",1,2016-04-18T22:41:33.000+00:00,"
disgusting customer service and will NEVER recommend or use ever again
",I recently booked a holiday to New York and went through the booking process only to be kicked out when payment details were being taken. I called and was advised no booking in my name. I therefore booked again. No confirmation was received. On checking my online Banking Expedia had infect taken 2 payments for 2 holidays. unfortunately I had input one digit incorrectly on the email address and following several phone calls at my expense and several emails and promises of response within 24/48 hours it actually took 5 -7 days sometimes to get back to me. I was advised no refund as the flights were non refundable even though I contacted the airline myself and was advised that the flights could be transferable Expedia refused to assist me and have refused the refund. NEVER use this Company as their customer service is atrocious and they make promised to come back and never do.
413,"Hi Devasish, thank you for giving me an opportunity to address your concerns. I'm glad to resolve this for you. ^R",2,2016-04-18T06:00:26.000+00:00,"
Not yet received airtickets confirmation
","Itinerary number: 111638611858I have booked 3 air-Tickets and hotel reservations from expedia.co.uk, 5 days ago. Full payment for the same has been made. The air-tickets is showing to be confirmed by airlines. So yesterday I emailed them asking for a clarifications. I got an auto-generated reply saying that I need to call the customer service desk [ I am wondering who replied to the email - I assumed Customer service]. I reply back saying as I am overseas I cant call them and also provided my contact number and asked them to call me. Again I received an auto-generated reply stating that I need to call them. Dispite being over-seas I did call them but I was kept on hold for 10 min and then my call was disconnected.I am highly disappointed with Expedia and being a world wide reputed portal I expected better service.NOW MY MONEY IS PAID AND I HAVEN'T YET RECEIVED MY AIR-TICKETS. I hope my tickets are confirmed asap."
414,"Hi Toni, thanks for your time. I'm glad to resolve this for you. ^RR",1,2016-04-16T08:47:07.000+00:00,"
nightmare
","We booked a holiday including flights and transfers to Greece in Nov15.We thought everything was ok as it said on our paperwork we did not have to confirm anything.On the night before our holiday we decided to stay at Gatwick in a hotel as we had an early flight  and arrived about 5pm.  But within half an hour we received a e-mail from Expedia saying our accommodation had been cancelled and we needed to phone them, initially we thought it was a scam but decided to phone just to check. We were told the accommodation was shut for maintenance and we would have to go elsewhere, we were on the phone for over 45 minutes and it turned out the call was to the Philippines.  They found us alternative accommodation but not near where we wanted to go. They also refunded us the difference in price but nothing for the in-convenience.we will Not be booking again with them!!!!!!!!My itinerary number is 110154183961"
415,"Hi Karen, I'm glad to resolve this for you. Thank you for giving me an opportunity to address your concerns. ^R",2,2016-04-14T14:54:57.000+00:00,"
Urgent help required after husband suffers cardiac arrest
",Expedia have cancelled our reservationa and we have received a refund for the hotel and flight taxes. However we are still waiting for a cancellation invoice for the flights so that we can claim this back from the insurance company. I have telephoned 3 times to chase this and no outcome even though pormised. It is a piece of paperwork and this is frustrating when I should be concentrating on other things.Itinery: 110400840803 as requested
416,"Hi Toni, thanks for your time today. I'm glad to resolve this for you. ^RR",1,2016-04-13T16:17:25.000+00:00,"
Crap!
","I have booked a package flight and hotel, paid, recieved confirmation. Then 2 days later got an email from expedia with a case number advising airline have not confirmed the flight. Have now called 4 times and no-one knows anything about it. Never returned my calls and told me i have to contact airlines. Crap service. Ill never book with them again. Reference number #111571275350 or case number #M13285721"
417,"Hi Mark, I'm very sorry for the problems you have faced while booking with Expedia. Rest assured, we take your issue very seriously. Since its a public forum we cannot ask for your email address and contact details, so I would request you to send an email to travel@support.expedia.co.uk. Post sending the email to this address you will receive an M - ###### case id, would request you to share that here so that I can investigate and resolve this for you. Thanks ^RR",1,2016-04-13T10:38:50.000+00:00,"
Expedia failed to book holiday, 150minutes on helpline...USELESS
","My daughter tried to book a holiday, clicked through the online process, Expedia applied for the bank for monies, claim numbers provided, failed to take money again, resulting in money held by bank as committed will not get back for 72 hours when it is automatically returned as credited funds. Tried to resolve with the helpline two and a half hours on the phone and although admitted fault, offered ?25 voucher.....are they kidding, after failing to book the holiday has gone up whilst waiting for their financial process, they could have released the codes and money would have been returned but absolutely useless when it comes to resolving..have used for years for many holiday will not use again."
418,"Hi Sarah, thanks for your time today. I'm glad to resolve this for you. ^RR",3,2016-04-12T10:43:23.000+00:00,"
Messed up my booking and no customer service -  Itinerary 1: 19896646434
","Arrived to hostel after a LONG day of travel, and Expedia had emailed our confirmation of our stay with the wrong dates - a year in the future!Luckily the hostel had spare rooms otherwise we would have been STRANDED. We did have to move rooms THREE times as a result which was very frustrating. Called AND emailed expedia customer service asking for an explanation or some form of compensation but had no reply. Last time I will be using them, its just not worth the risk! What a shame, as I travel very frequently and actually like the easy use of their website.update - was called straight away after writing this review and a ?25 voucher was promised."
419,"Hi Sue, I?m very sorry to hear about your recent experience. Definitely not the experience we?d liked you to have. You?ve reached the right place and I can assure you this will be dealt with utmost care. Please share the itinerary number so that I can investigate and resolve this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^RR",1,2016-04-11T09:54:33.000+00:00,"
FIRST AND LAST TIME, DONT BOOK YOUR HOLIDAY WITH THIS COMPANY.
","Booked over the phone for a last minute holiday in a hotel in Barbados.The Information we were given for the holiday was totally different to what was on the booking form after we paid ?4000,00, we were leaving for the holiday within two days of booking it.We could not get any customer service or any replies to any of our e mails and phone calls.After nearly 3 weeks since we left to go on the holiday we got a robotic reply admitting that they had made errors with our booking but no offer of compensation or refund.DONE EVER USE THIS COMPANY TO BOOK A HOLIDAY, THEY DONT KOW THE MEANING OF CUSTOMER SRVICE."
420,"Hi Michael, thanks for sharing the update. I'm glad it has been sorted for you now. ^RR",1,2016-04-09T21:43:03.000+00:00,"
Incompetent and dysfunctional car rental experience.
","Itinerary # 7166317348163 Confirmation # 1031533928Farcical and incompetent. I discovered the prepaid car rental reservation was for a Europcar location that did not even exist. On double checking with Europcar they informed me the reservation did not exist. Expedia's customer support was completely ineffective. It is a disconnected Indian call centre. They even asked me for the phone number for Europcar! They were unable to access the EuRopcar reservations system. To make matters worse it was a Bank Holiday in the UK, most car rental offices in the UK were closed and those that were open were charging a premium for new rentals. After 1 hour 39 minutes on the telephone Expedia eventually agreed to refund within 2-3 days the original cost of the reservation plus the premium for a new reservation made by myself. It is now day 4 and no refund has been received. Caveat Emptor!Update : 2 more l-o-n-g calls with Customer Services, one more than 90 minutes. They asked me for another card number to make the refund to. Result: No refund 13 days after originally being promised a refund.Update : Credit now received ."
421,,4,2016-04-09T12:08:39.000+00:00,"
Good experience
",I had a good experience with my booking in Paris.
422,"Hi Aimee, I?m very sorry to hear about your recent experience. Definitely not the experience we?d liked you to have. You?ve reached the right place and I can assure you this will be dealt with utmost care. Please share the itinerary number so that I can investigate and resolve this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^RR",1,2016-04-09T01:11:02.000+00:00,"
Expedia didn't cancel my booking when I told them to
","I cancelled my booking for a hostel months ago and I arrived in japan yesterday to recieve an email asking how my check in went. Turns out expedia didn't cancel it when I contacted them! I've tried phoning customer services whilst I'm abroad after waiting 20 mins your representative hung up on me! I wasted at least ?30 on that one call and got nowhere! And now my phone no longer can recieve or outbound calls because I've reached my credit limit, which means I can't phone until back in the uk. I've even tried contacting the hostel directly and after going in circles they explained all cancellations can only be done through expedia.....who are a nightmare to try and contact. This has ruined the start of my holiday and I don't want to be charged a lot of money for a place I'm not even staying at!"
423,"Hi Debbie, I'm very sorry if this has happened. We do everything possible to help our customers and since you mentioned you weren't treated fairly, we'll certainly take corrective action to ensure nothing of that sort is repeated. I can assure you that this will be handled with utmost care from now. Please can you kindly share your itinerary number, so we can review your case and get this resolved for you. Please do not share your email address or contact number as this is a public forum. Thanks ^RR",1,2016-04-08T13:40:41.000+00:00,"
Awful post sales service
","Let me start by saying I am a long time Expedia customer and have booked lots of travel through them over the years. So I came to use them for our Florida holiday booking both a hotel stay at Universal Studios and our Universal tickets through them. Every other seller that sells universal tickets sells 14 days tickets that are valid for a year. When you book through Expedia it asks for dates, during the booking process I selected a range of dates as at the time we were unsure of our plans that many months in advance. When the voucher came it didn't have the range of dates, but just a single date. I called Expedia, only to be cut off after waiting on hold for a long time. So I took to their facebook page. I received a reply to say that my tickets could only be picked up on that one day and that my tickets were valid for only 2 days (when the website says 14 days!). After several messages and panicking on my part over a few days it was established that they are indeed 14 day tickets but that they do have to be picked up on a single day. No where pre sale does it state that the date you put in is the only day the ticket is valid for and that you will void the tickets if you don't pick them up on that day. I have had to post on facebook several times before I receive a reply, I was refused the option of speaking to a supervisor because no one was available. Expedia refuse to refund me or to change the date by 3 days. Now I am in the horrible situation where I either have to forfit ?600 or cancel other paid plans and lose money that way so we can pick up tickets. Expedia have not responded despite my complaint being escalated to the priority complaints department. I will be contacting trading standards and ATOL to see if I can get my money back that way. I will also be cancelling our ?700 hotel reservation and will not be using Expedia for future bookings unless they finally sort this out and give me my refund."
424,"Hi Angela, I'm really sorry to hear about this. Please can you kindly share your itinerary number, so I can look into this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^RR",3,2016-04-08T08:25:15.000+00:00,"
Could have saved $50 if I hadn't used Expedia
","The booking process was simple and clear, possible to do from an iphone and we really enjoyed the hotel. So much so we decided to book another night once there. However the hotel staff were surprised how much we had paid for our room and said it would have been $50 less if we had just booked it with them. I've lost trust in Expedia for future hotel bookings now as feel that's quite a lot to be overcharged."
425,"Hi Francisco, I'm very sorry if this has happened. We do everything possible to help our customers and since you mentioned you weren't treated fairly, we'll certainly take corrective action to ensure nothing of that sort is repeated. I can assure you that this will be handled with utmost care from now. Please can you kindly share your itinerary number, so we can review your case and get this resolved for you. Please do not share your email address or contact number as this is a public forum. Thanks ^RR",1,2016-04-08T07:36:11.000+00:00,"
Charged twice for a no booking
","I don't know what adjective to use. Firstly they charged twice for a flight from KL to London, secondly not booking it in the airline, no emails send to me confirming the booking or what so ever, I called them from Kuala lumpur, so add the extra cost of the call.Procedure is the same, different departments, asking once and again same details, and obviously will get in touch with you, will contact you as soon as possible, etc etcI was left at Kuala Lumpur, with 1000e less on my account, and almost no money to return, still yet waiting for any type of feedback they ensured they would do. Simply appalling, the worst thing is that sense of powerless."
426,"Hi Paul, thanks for your time today, I'm glad I was able to sort this out for you. Again sorry for the delay I really appreciate your time and patience. Please let me know if there is anything else I can do for you. Thanks ^L",1,2016-04-05T14:41:14.000+00:00,"
Refusing to Confirm Flights & Dodgy Website Blocking
","Expedia,The flights were booked almost a month ago and even today you are not able to provide a confirmed itinerary.  This is clearly unacceptable.  Please cancel the flights, refund the payments I have made and send a confirmation, by return, to my email address.Also, stop using Trustpilot to contact your aggrieved customers - it is clearly a ridiculous pretence - you have their personal contact details so contact them directly._______________________________After posting this review yesterday Expedia replied in their usual way - please let us know how we can contact you.  They don't provide an email address or a phone number to talk to the person dealing with the complaint.  Why don't they just use the email I have used to book the flights to contact me - seems they are only interested in appearing as though they are dealing with the issue.Almost a month has passed since booking the flight and Expedia are still blocking me from accessing their website and still cannot provide an itinerary for the flights I have booked.  I have taken screenshots this morning of both.Shockingly bad!After having booked our flights and hotel through Expedia (itinerary 7168258943911) expedia sent me a message saying that there was a problem confirming the return flights.  I called and the call handler could not confirm whether this was the case or not but seemed insistent that it was my problem and that I should contact the airline directly.  Despite the fact that I had paid expedia to do this for me.  The call handler eventually agreed to contact the airline but, several hours later, left me a message saying that she had not been able to get through to the airline.I am now unable to confirm with either expedia or the airline whether we have return flights, as the cost increases on a daily basis.  I have also noticed that expedia are blocking me from accessing their website.  They have planted cookies on my computer that allows them to redirect me to a 'website undergoing maintenance' screen when I try and access their site.  Using 'incognito' to gain access to their site does not help because my itinerary is permanently unavailable in any case.It used to be a good service, but has become extremely frustrating and somewhat dodgy as they block customers with problems they are unable to solve."
427,"Hi Freddie, really sorry for the delay. I'm on it and need some more time to fully investigate and provide you with an appropriate resolution. I'll get in touch soon. I really appreciate your time and patience. Thanks ^L",1,2016-04-05T12:03:38.000+00:00,"
Proof: Stay away - false promises and poor after sales
","We booked a Xmas holiday to Cape Town for a family of 4 adults, flights and a 5 star expensive hotels costing us nearly ?10k all-in. On their site we had noted two promises1. That you receive a max 7% discount if you booked a hotel as well as a flight. That is exactly what we did but received no discount. When complained to customer services they said because we had not clicked on the flight email the system would not apply the discount. We further complained that their system knew we had booked fights already (all booked under same itinerary). we received another reply that they look into this and come back to us within 28 days. No reply. We complained again and again through the link on their website and each time waited 28 days and still no reply. That cost us nearly ?200. Now the second promise.2. Our booking had a price match policy that if we find same hotel room elsewhere cheaper up to 2 days before the reservation they would rebate us the difference. The reservation had free cancellation up to 48 hours in advance A month before we made our reservation we found another agent, Travel Republic was offering same room cheaper. So we filed a claim and send them PDF files of the offer as they had asked. They looked at and promised us to send us a rebate of ?177 or we could cancel reservation. We agreed to the rebate and took our holiday in Dec 2015. Now its April 2016 and 4 months on despite many emails still waiting for the promised rebate and no reply. Interestingly the price difference by the time we flew out ws some ?220 due to Rand depreciating in value but we did not bother to claim the extra ?50 thinking they pay us ?177.So, in total Expedia cost us some ?400 and ignore our claims, worse we have no one to talk to and no regulatory bodies to complain too.Never again will we trust or use Expedia for holidays!======================================================Proof:Iteniary number 110230958533Case ID S-114713576Email from Expedia to confirm they rebate us ?177 under price match was dated 28/11/2015 - now 4th April 2016 and no rebate and no reply to further emails... Come on Expedia, We can hire a solicitor and take you to court for their own admission per your email that you us under your own price match policy!UPDATE: A nice guy (name Luke) called me after this review. We went through everything and we were awarded both the price match promise and the discount for the package. Special thanks to this guy. My only remaining comment is why this took nearly 6 months from Nov 2015 to April 2016 and why one had to resort to having to leave negative reviews for them to take action. Thanks Expedia anyway. I keep my options open tho for next holiday!"
428,"Hi Costas, thanks for your time today. I regret my response was not favorable, I have chased the team up for you requesting them to get in touch at the earliest. Thanks ^L",1,2016-04-05T08:49:38.000+00:00,"
Poor service that just keeps getting worse....stay well away!!!
","UPDATE:  Was called last week.  Although they admitted that sometimes the write up is written in a way to get traction and stand out from other hotels, apparently this doesn't mean the info is misleading, even when not correct...huh?  Was then promised a call by Friday....no surprise no call received!!!Booking Reference: Expedia.co.uk booking ID (flight): 61ZIQU4IS (75), Expedia.co.uk booking ID (hotel): 623376553Arranged a holiday through Expedia to Rome.  We didn't choose the cheapest option as wanted a hotel that clearly stated that they had Spa facilities we could use.  These included baths, etc, rather than treatments which you would expect to pay more for.  This is clearly stated on their site which I sent them a copy of.Although quite simple to see they made an error, they waited the full 28 days to get back to me, only to say that I used a different email address for my complaint from the one I booked with and would have to start the process once more.  The fact that I provided my full and correct details as well as all booking reference numbers, why would you want to irritate your customer even further when you have clearly messed up their holiday?It is very clear the customer comes last.  I would have thought an early apology is basic for most companies let alone one that is dependent online and through recommendation.Its clear they don't visit and vet their hotels they advertise with.  For the small saving I will be using a more reputable company in future as you can't fix a poor holiday.Good luck!"
429,,5,2016-04-04T20:25:45.000+00:00,"
VERY FAST AND GREAT CUSTOMER SERVICE
","The guy I was talking to was extremely professional, thank you very much, great price as well, couldn't believe it! Will definitely use Expedia again!Elliot"
430,"Hi Julia, thanks for your time today. I was trying to locate the emails sent to us but no success. I've sent an email to you please reply to that and let me know. Thanks ^L",3,2016-04-04T08:46:12.000+00:00,"
**Solved by friendly Expedia Staff** Why dont you refund me as promised??
","- Problem was due to airline, Luke from Expedia patiently solved it for me. ThanksBooked a flight two weeks ago and had to cancel within 1 hour -  CS over the phone confirmed the refund and told me I should have my money within 2-3 days. 14 days later - still no refund!!! I contacted CS again, they couldnt help me (I was waiting for 50 minutes on the line. by the way) just said ""we dont know why the refund is delayed, but get in touch with our colleagues per email and they will answer you within 24 hours"" - guess what: they obviously didnt answer me within 24 h, now its 4 days later and I am still waiting for an answer when I will see my money again! Really, really bad way to treat customers, lying and ignoring them!! ******ITINERARY 111406308401 *******"
431,"Hi Amanda, I am sorry to hear you had a bad experience with us and apologies for the lack of response. Please share your itinerary number so I can look into this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^M",1,2016-04-03T14:38:10.000+00:00,"
Worse customer service/after sales service EVER
","I have booked with Expedia a number of times and because everything has gone to plan and I have not needed to contact them again,  it has been fine.  If you gave any problems post booking,  they are completely uninterested and unhelpful.  It has made my holiday a stressful horrible experience instead of the relaxed happy one it should be. It takes forever to get through, then they put you on hold forever, then either cut you off or say you will get a call back and just dont bother.  They ignore emails as well. On top if this they are robbers. I booked a holiday over the phone abd without my permission they took ?7 extra from my bank. Its not a lot,  but its the principle.  They havnt got back to me or refunded money. I will NEVER EVER book with them again and advise anyone to stay away from Expedia at all costs. Mt iterinary numbers are 110368034973 (the one you have stolen from me and havnt even listened into the conversation, accepted liability or refunded me). The second one is 19497154173 which is the one where our return flights were cancelled without you even informing us and although you have assured me that the hotel is fully paid and I wont be charged extra for the 4th bed, something doesn't fill me with confidence that when I get to the hotel there wont be issues."
432,"Hi Irina, I'm really sorry to hear this. Our lines go busy at times due to high call volume and I understand it can get very frustrating waiting in the queue for long. Anyways, I'm here to help you with this. Please share the itinerary number and do not share your email address or contact number as this is a public forum. Thanks ^L",1,2016-04-01T12:50:23.000+00:00,"
Customer services
","Very poor! It's extremely difficult to get any reply from the company if you need to change your flight, they will keep you waiting on the phone for ages. Would recommend to avoid using their services...Very upsetting and frustrating"
433,"Hi Maureen, upon investigation I can see that the hotel reservation was cancelled and refund was processed for the full amount by the Hotel on the 4th March '16. In order to provide you with an appropriate resolution please can you forward the bank statement for the month of March which suggests that you have not received the refund even though the refund was processed to travel@support.expedia.co.ukPost sending the email to this address you will receive an M - ######  case id, would request you to share that here so that I can investigate and resolve this for you. Thanks ^L",2,2016-03-31T14:00:32.000+00:00,"
Itinerary 7145738113655
","Chasing a refund since 4/3 Two calls to customer service, first said would call hotel, look into and ring me next day - no callCalled today, operator first tried to call the hotel to see if they had refunded and then looked again and told me it was processed 4/3 and he would send me an email with the details.  Then basically ended the call, 2 mins before the email came through saying the amount, the date and the cc details but, as I said It has not gone to the bank!So where do I go now, really don't want chat with the call centre who seem to have no idea.Expedia?Anyone out there!"
434,"Hi Oliver, as the refund was processed on the 31st March'16. Please allow 7 days for the amount to appear as a credit in your account. Thanks ^L",1,2016-03-30T20:54:42.000+00:00,"
Double charge to my account itinerary : 111485155884
","I have just booked s long overdue holiday to Palmar, Mallorca. Well I have used Expedia for all my holidays and this is the last time. My first attempt to make payment didn't go through so I tried again, but then the site had a glitch and I had to do it all again. By this time the price of the holiday had gone up a few pounds. Long story short I have been charged twice!! Been on phone to customer support for a hour and hopefully I will get my refund, apparently it will take up to 72 hours so can only wait and see.I don't know how to reply so here is the itinerary number : 111485155884Hi Luke was wondering if you could check my account and see what is happening with regards to the refund? Would have thought that it would be processed by now. Also thanks for the assistance you are a great help."
435,"Hi Emma, really sorry to hear about your flight cancellation and the run-around for refund. I can certainly give a hand to push the refund through as soon as possible. Can you send your itinerary number, so that I can investigate and resolve this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^L",1,2016-03-30T17:24:22.000+00:00,"
Terrible customer service and communication
",Our flight was cancelled last minute and the airline weren't able to offer us a new flight in time. So we applied for a refund through the airline and then were told we had to contact Expedia for them to provide us with written confirmation that our bookings were never used because we never made the trip! I was assured I'd receive this in 72 hours. A week later and I am still waiting. Every time I am on the phone to them I am put on hold for between 35-57 minutes. Unacceptable.
436,"Hi Natasha, I am very sorry to hear about your recent experience regarding the name correction and I do apologise for the stress this may have caused. Rest assured, we take your issue very seriously. Please can you kindly send me your itinerary number so I can look into this on for you. Please do not share your email address or contact number as this is a public forum. Thanks ^M",1,2016-03-28T21:49:40.000+00:00,"
Appalling customer service
","Just had the worst experience using Expedia. There was an issue with one of the names on the flight ticket for my holiday so I rang up and was put on hold for well over an hour and when they finally picked up the phone I was told I would be charge an extra ?142 to change 3 letters on the name. I have never experienced a customer service experience like it, the way they handled the whole situation was awful and then to be told I had a massive fee added to the already expensive holiday I payed for with them was just disgraceful. There was no apology, not even from the manager which I asked to speak with. They didn't offer or give discount, a slight fee discussion, nothing. I just got rude service and completely incompetent people. All for a mistake that I didn't even make nor was my fault. I will never use Expedia again, they couldn't even speak great English so I'm not even sure if they understood exactly what I was saying. For anyone thinking of booking with them, don't."
437,"Hi Clare, I am really sorry to hear about the pending refund and apologies for any distress caused. We can assure you this will be dealt with utmost care. Please send us your itinerary number so I can investigate this further. Please do not share your email address or contact number as this is a public forum. Thanks ^M",1,2016-03-28T15:17:21.000+00:00,"
13 weeks and counting to get ?1000 refund for cancelled flights.
","My family and I booked a hotel and flights to Sharm in Egypt for March 2016.  In mid december, I became aware of the travel advice re Sharm being extended and the cancellation of the flights on the Thomson website.  I contacted Expedia to get a refund on 30th December.  I have now phoned over seven times and spent numerous hours on the phone most of whihc has been on hold.  I am continuously told that a) it is not their responsibility, despite the ATOL certificate making them responsible for the whole holiday b) the refund will be processed in 2 to 4 weeks c) the refund will be processed in 12 weeks.  It is now 15 weeks since the flights were cancelled - we have received the hotel refund but still await a refund of over ?1,000 for the flights.  I dread to think what they would do in a crisis. Now had a response from Expedia asking me to contact them but giving no contact details. No call back or e-mail following last exchange with the call desk despite promise to call on Monday . Please give me a way to contact you without being placed on hold again."
438,"Hi Anne, I appreciate your frustration here. As a Travel company, we do share the necessary travel information on our website. However, we do not share any information about Visa and passport requirements over the phone. We do make customers aware on their email confirmation that it is the responsibility of the customer to meet the entry requirements for the country you are visiting. Thanks ^M",1,2016-03-28T07:40:07.000+00:00,"
?1900 paid for a holiday never taken
","When booking with Expedia, don't expect them to advise you of any conditions.  We booked and paid to go on a family holiday to Dubia at a cost of ?1,902.58.  All details were given to the operatives on two separate occasions, they even booked our tickets for the plane, so there was nothing left for us to do but turn up at the airport.  Unfortunately what they hadn't told us was that UAE require a minimum of 6 months on your British passport, which we did not have, so could not fly.Expedia initially told us we could transfer to another date, but this was then changed by the supervisor. Really don't know where to go with this; this was our holiday for the year and we can't afford another. I would have thought the minimum you could expect from a travel agent is advice about entry requirements.  This has been the hardest lesson I have ever learnt and leaves me sick to my core. Don't touch Expedia with a barge pole."
439,"Hi Slawek, we appreciate your frustration here and would like to apologise for any distress caused. Rest assured, we take your issue very seriously. Please send us the itinerary number so I can investigate this for you. Please do not share your email address or contact number as this is a public forum. Thanks ^M",1,2016-03-24T20:20:32.000+00:00,"
Shocking
",Trying to get refund for trip to Brussels only because British airways cancelled the flight. After 40 minutes on phone waiting I got through to guy called Ryan after giving him the number the booking was made with the line went dead!! Called again 30 minutes waiting and surprise surprise I got through to the same guy. I've asked him to spell his name and the line went dead after R..??!!?? Can they really do that??!?
440,"Hi, I am sorry to hear you had a bad experience with us and I do apologise for any distress caused. Definitely not the experience we'd have liked you to have. Could you please send us your itinerary number so I can investigate this further. Please do not share your email address or contact number as this is a public forum. Thanks ^M",1,2016-03-24T14:32:43.000+00:00,"
Capitalising off of a terrorist attack
","I had 3 flights booked on 25th March and we were flying back on the 28thOne was cancelled (to Brussels)One was rerouted as a connecting flight to Brussels where it was flying from a different airportThe last was not affected, but we would have missed it due to the change in our second flightOn both Brussels and Croatia airlines websites it says that we would get a full refund on flights booked on these days (even nonrefundable ones), just contact your travel provider. Unfortunately for us this was Expedia. The first person I spoke to didn't understand I was trying to rebook for 10 minutes. She then took 10 minutes to transfer me. This woman told me that there are no seats available on the 25th - 28th March. We have flights booked on those days and I asked her to cancel them not book them. After a lot of back and forth about CANCEL rather than BOOK she finally told me I would get a full refund in 2-12 weeks. This whole fiasco took almost an hour which should have been 10 minutes. I am appalled about how the customer service team has handled this and I am glad we cancelled rather than re booked; I will avoid Expedia like the plague from all future bookings."
